[1088] [!] FunName: NtSetThreadExecutionState                          ServiceID: 0161
[1088] [!] FunName: NtSetTimer                                         ServiceID: 0162
[1088] [!] FunName: NtSetTimerEx                                       ServiceID: 0163
[1088] [!] FunName: NtSetTimerResolution                               ServiceID: 0164
[1088] [!] FunName: NtSetUuidSeed                                      ServiceID: 0165
[1088] [!] FunName: NtSetValueKey                                      ServiceID: 0166
[1088] [!] FunName: NtSetVolumeInformationFile                         ServiceID: 0167
[1088] [!] FunName: NtShutdownSystem                                   ServiceID: 0168
[1088] [!] FunName: NtShutdownWorkerFactory                            ServiceID: 0169
[1088] [!] FunName: NtSignalAndWaitForSingleObject                     ServiceID: 016A
[1088] [!] FunName: NtSinglePhaseReject                                ServiceID: 016B
[1088] [!] FunName: NtStartProfile                                     ServiceID: 016C
[1088] [!] FunName: NtStopProfile                                      ServiceID: 016D
[1088] [!] FunName: NtSuspendProcess                                   ServiceID: 016E
[1088] [!] FunName: NtSuspendThread                                    ServiceID: 016F
[1088] [!] FunName: NtSystemDebugControl                               ServiceID: 0170
[1088] [!] FunName: NtTerminateJobObject                               ServiceID: 0171
[1088] [!] FunName: NtTerminateProcess                                 ServiceID: 0172
[1088] [!] FunName: NtTerminateThread                                  ServiceID: 0173
[1088] [!] FunName: NtTestAlert                                        ServiceID: 0174
[1088] [!] FunName: NtThawRegistry                                     ServiceID: 0175
[1088] [!] FunName: NtThawTransactions                                 ServiceID: 0176
[1088] [!] FunName: NtTraceControl                                     ServiceID: 0177
[1088] [!] FunName: NtTraceEvent                                       ServiceID: 0178
[1088] [!] FunName: NtTranslateFilePath                                ServiceID: 0179
[1088] [!] FunName: NtUmsThreadYield                                   ServiceID: 017A
[1088] [!] FunName: NtUnloadDriver                                     ServiceID: 017B
[1088] [!] FunName: NtUnloadKey                                        ServiceID: 017C
[1088] [!] FunName: NtUnloadKey2                                       ServiceID: 017D
[1088] [!] FunName: NtUnloadKeyEx                                      ServiceID: 017E
[1088] [!] FunName: NtUnlockFile                                       ServiceID: 017F
[1088] [!] FunName: NtUnlockVirtualMemory                              ServiceID: 0180
[1088] [!] FunName: NtUnmapViewOfSection                               ServiceID: 0181
[1088] [!] FunName: NtVdmControl                                       ServiceID: 0182
[1088] [!] FunName: NtWaitForDebugEvent                                ServiceID: 0183
[1088] [!] FunName: NtWaitForKeyedEvent                                ServiceID: 0184
[1088] [!] FunName: NtWaitForMultipleObjects                           ServiceID: 0185
[1088] [!] FunName: NtWaitForMultipleObjects32                         ServiceID: 0186
[1088] [!] FunName: NtWaitForSingleObject                              ServiceID: 0187
[1088] [!] FunName: NtWaitForWorkViaWorkerFactory                      ServiceID: 0188
[1088] [!] FunName: NtWaitHighEventPair                                ServiceID: 0189
[1088] [!] FunName: NtWaitLowEventPair                                 ServiceID: 018A
[1088] [!] FunName: NtWorkerFactoryWorkerReady                         ServiceID: 018B
[1088] [!] FunName: NtWriteFile                                        ServiceID: 018C
[1088] [!] FunName: NtWriteFileGather                                  ServiceID: 018D
[1088] [!] FunName: NtWriteRequestData                                 ServiceID: 018E
[1088] [!] FunName: NtWriteVirtualMemory                               ServiceID: 018F
[1088] [!] FunName: NtYieldExecution                                   ServiceID: 0190
[1088] [!] FunName: RtlGetLongestNtPathLength                          ServiceID: 010D
